pr_number,title,url,outcome,merged,commit_count,changed_files,additions,deletions,changed_lines,title_length,body_length,comments,review_comments,commit_message_total_length,commit_message_avg_length,commit_message_max_length,commit_message_keyword_count,commit_messages
16334,build(deps): bump holidays from 0.98 to 0.99 in /dev-tools,https://github.com/apache/lucene/pull/16334,MERGED,1,1,1,1,1,2,58,10641,1,0,559,559.0,559,0,build(deps): bump holidays from 0.98 to 0.99 in /dev-tools  Bumps [holidays](https://github.com/vacanza/holidays) from 0.98 to 0.99. - [Release notes](https://github.com/vacanza/holidays/releases) - [Changelog](https://github.com/vacanza/holidays/blob/dev/CHANGES.md) - [Commits](https://github.com/vacanza/holidays/compare/v0.98...v0.99)  --- updated-dependencies: - dependency-name: holidays   dependency-version: '0.99'   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16333,build(deps): bump ruff from 0.15.15 to 0.15.19 in /dev-tools,https://github.com/apache/lucene/pull/16333,MERGED,1,1,3,22,22,44,60,9256,0,0,559,559.0,559,0,build(deps): bump ruff from 0.15.15 to 0.15.19 in /dev-tools  Bumps [ruff](https://github.com/astral-sh/ruff) from 0.15.15 to 0.15.19. - [Release notes](https://github.com/astral-sh/ruff/releases) - [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md) - [Commits](https://github.com/astral-sh/ruff/compare/0.15.15...0.15.19)  --- updated-dependencies: - dependency-name: ruff   dependency-version: 0.15.19   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16332,ci: bump actions/setup-java from 5.2.0 to 5.4.0,https://github.com/apache/lucene/pull/16332,MERGED,1,2,2,2,2,4,47,14629,0,0,649,324.5,574,0,ci: bump actions/setup-java from 5.2.0 to 5.4.0  Bumps [actions/setup-java](https://github.com/actions/setup-java) from 5.2.0 to 5.4.0. - [Release notes](https://github.com/actions/setup-java/releases) - [Commits](https://github.com/actions/setup-java/compare/be666c2fcd27ec809703dec50e508c2fdc7f6654...1bcf9fb12cf4aa7d266a90ae39939e61372fe520)  --- updated-dependencies: - dependency-name: actions/setup-java   dependency-version: 5.4.0   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com> || Merge branch 'main' into dependabot/github_actions/actions/setup-java-5.4.0
16331,build(deps): bump rumdl from 0.2.5 to 0.2.22 in /dev-tools,https://github.com/apache/lucene/pull/16331,MERGED,1,1,2,11,11,22,58,11386,0,0,543,543.0,543,0,build(deps): bump rumdl from 0.2.5 to 0.2.22 in /dev-tools  Bumps [rumdl](https://github.com/rvben/rumdl) from 0.2.5 to 0.2.22. - [Release notes](https://github.com/rvben/rumdl/releases) - [Changelog](https://github.com/rvben/rumdl/blob/main/CHANGELOG.md) - [Commits](https://github.com/rvben/rumdl/compare/v0.2.5...v0.2.22)  --- updated-dependencies: - dependency-name: rumdl   dependency-version: 0.2.22   dependency-type: direct:development   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16330,ci: bump github/codeql-action/init from 4.36.1 to 4.36.2,https://github.com/apache/lucene/pull/16330,MERGED,1,1,1,1,1,2,56,10157,1,0,684,684.0,684,0,ci: bump github/codeql-action/init from 4.36.1 to 4.36.2  Bumps [github/codeql-action/init](https://github.com/github/codeql-action) from 4.36.1 to 4.36.2. - [Release notes](https://github.com/github/codeql-action/releases) - [Changelog](https://github.com/github/codeql-action/blob/main/CHANGELOG.md) - [Commits](https://github.com/github/codeql-action/compare/87557b9c84dde89fdd9b10e88954ac2f4248e463...8aad20d150bbac5944a9f9d289da16a4b0d87c1e)  --- updated-dependencies: - dependency-name: github/codeql-action/init   dependency-version: 4.36.2   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16329,build(deps): bump zizmor from 1.25.2 to 1.26.1 in /dev-tools,https://github.com/apache/lucene/pull/16329,MERGED,1,1,2,14,14,28,60,11628,0,0,582,582.0,582,0,build(deps): bump zizmor from 1.25.2 to 1.26.1 in /dev-tools  Bumps [zizmor](https://github.com/zizmorcore/zizmor) from 1.25.2 to 1.26.1. - [Release notes](https://github.com/zizmorcore/zizmor/releases) - [Changelog](https://github.com/zizmorcore/zizmor/blob/main/docs/release-notes.md) - [Commits](https://github.com/zizmorcore/zizmor/compare/v1.25.2...v1.26.1)  --- updated-dependencies: - dependency-name: zizmor   dependency-version: 1.26.1   dependency-type: direct:development   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16328,build(deps): bump prek from 0.4.3 to 0.4.5 in /dev-tools,https://github.com/apache/lucene/pull/16328,MERGED,1,1,2,20,20,40,56,9813,0,0,530,530.0,530,0,build(deps): bump prek from 0.4.3 to 0.4.5 in /dev-tools  Bumps [prek](https://github.com/j178/prek) from 0.4.3 to 0.4.5. - [Release notes](https://github.com/j178/prek/releases) - [Changelog](https://github.com/j178/prek/blob/master/CHANGELOG.md) - [Commits](https://github.com/j178/prek/compare/v0.4.3...v0.4.5)  --- updated-dependencies: - dependency-name: prek   dependency-version: 0.4.5   dependency-type: direct:development   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16327,build(deps): bump ast-grep-cli from 0.42.3 to 0.44.0 in /dev-tools,https://github.com/apache/lucene/pull/16327,MERGED,1,1,2,11,11,22,66,22082,0,0,589,589.0,589,0,build(deps): bump ast-grep-cli from 0.42.3 to 0.44.0 in /dev-tools  Bumps [ast-grep-cli](https://github.com/ast-grep/ast-grep) from 0.42.3 to 0.44.0. - [Release notes](https://github.com/ast-grep/ast-grep/releases) - [Changelog](https://github.com/ast-grep/ast-grep/blob/main/CHANGELOG.md) - [Commits](https://github.com/ast-grep/ast-grep/compare/0.42.3...0.44.0)  --- updated-dependencies: - dependency-name: ast-grep-cli   dependency-version: 0.44.0   dependency-type: direct:development   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16326,build(deps): bump ty from 0.0.46 to 0.0.53 in /dev-tools,https://github.com/apache/lucene/pull/16326,MERGED,1,1,1,1,1,2,56,10901,0,0,538,538.0,538,0,build(deps): bump ty from 0.0.46 to 0.0.53 in /dev-tools  Bumps [ty](https://github.com/astral-sh/ty) from 0.0.46 to 0.0.53. - [Release notes](https://github.com/astral-sh/ty/releases) - [Changelog](https://github.com/astral-sh/ty/blob/main/CHANGELOG.md) - [Commits](https://github.com/astral-sh/ty/compare/0.0.46...0.0.53)  --- updated-dependencies: - dependency-name: ty   dependency-version: 0.0.53   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16325,ci: bump actions/checkout from 6.0.3 to 7.0.0,https://github.com/apache/lucene/pull/16325,MERGED,1,1,15,20,20,40,45,13330,0,0,636,636.0,636,0,ci: bump actions/checkout from 6.0.3 to 7.0.0  Bumps [actions/checkout](https://github.com/actions/checkout) from 6.0.3 to 7.0.0. - [Release notes](https://github.com/actions/checkout/releases) - [Changelog](https://github.com/actions/checkout/blob/main/CHANGELOG.md) - [Commits](https://github.com/actions/checkout/compare/df4cb1c069e1874edd31b4311f1884172cec0e10...9c091bb21b7c1c1d1991bb908d89e4e9dddfe3e0)  --- updated-dependencies: - dependency-name: actions/checkout   dependency-version: 7.0.0   dependency-type: direct:production   update-type: version-update:semver-major ...  Signed-off-by: dependabot[bot] <support@github.com>
16324,Avoid redundant work in AbstractKnnVectorQuery.rewrite's optimistic path,https://github.com/apache/lucene/pull/16324,MERGED,1,2,2,5,1,6,72,488,0,0,89,44.5,72,0,Avoid redundant work in AbstractKnnVectorQuery.rewrite's optimistic path || add changes entry
16322,StableTfl Similarity (#16243),https://github.com/apache/lucene/pull/16322,MERGED,1,5,3,587,1,588,29,677,1,2,727,145.4,627,0,"StableTfl Similarity (#16243)  Adds StableTflSimilarity, a new similarity algorithm that estimates term rarity from term length and document length instead of corpus-level stats (doc frequency, total doc count, avg doc length). I presented this model at Haystack 2026 at Charlottesville (slides).  It keeps the same overall shape as BM25 - a sum over query terms of a term-frequency saturation factor times a per-term rarity weigh, but swaps IDF for a synthetic, corpus-independent term rarity (TR) term, computed as the probability that a given term appears in a doc at least once based only on the term length and doc length. || non-trivial integrations: symbol renames and remove k3 which isn't in 10 || suppress || tidy-- || update CHANGES"
16316,Lazily allocate DocAndScoreAccBuffer in MaxScoreBulkScorer,https://github.com/apache/lucene/pull/16316,MERGED,1,2,2,5,3,8,58,106,2,0,171,85.5,164,0,"Lazily allocate DocAndScoreAccBuffer in MaxScoreBulkScorer  This buffer is only used in certain code paths, so allocation in the constructor adds unnecessary costs. || changes"
16315,Fix flaky test TestIndexOptions > testMultiValueForcesDeoptimization,https://github.com/apache/lucene/pull/16315,MERGED,1,3,2,3,0,3,68,670,1,0,118,39.333333333333336,68,4,Fix flaky test TestIndexOptions > testMultiValueForcesDeoptimization || Update CHANGES.txt || Merge branch 'main' into i_16309
16313,Refactor conditional statements to switch expression in Dictionary class,https://github.com/apache/lucene/pull/16313,MERGED,1,4,2,112,119,231,72,251,8,0,205,51.25,85,3,Refactor conditional statements to switch expression in Dictionary class || Refactor Hunspell dictionary parser to use switch-based dispatch for affix directives || Merge branch 'main' into sing_switch || gradlew tidy
16312,Upgrade opennlp to 2.5.10 (10x branch). #16308,https://github.com/apache/lucene/pull/16312,MERGED,1,1,7,9,7,16,46,0,0,0,46,46.0,46,0,Upgrade opennlp to 2.5.10 (10x branch). #16308
16308,deps(java): bump org.apache.opennlp:opennlp-tools from 2.5.9 to 2.5.10,https://github.com/apache/lucene/pull/16308,MERGED,1,3,7,9,7,16,70,9290,0,0,620,206.66666666666666,562,0,deps(java): bump org.apache.opennlp:opennlp-tools from 2.5.9 to 2.5.10  Bumps [org.apache.opennlp:opennlp-tools](https://github.com/apache/opennlp) from 2.5.9 to 2.5.10. - [Release notes](https://github.com/apache/opennlp/releases) - [Commits](https://github.com/apache/opennlp/compare/opennlp-2.5.9...opennlp-2.5.10)  --- updated-dependencies: - dependency-name: org.apache.opennlp:opennlp-tools   dependency-version: 2.5.10   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com> || Update lockfile and checksums. || Add changes entry under 10x.
16307,Skip runs of excluded docs in ReqExclBulkScorer for two-phase clauses,https://github.com/apache/lucene/pull/16307,MERGED,1,2,3,11,4,15,69,602,7,0,915,457.5,562,1,"Skip runs of excluded docs in ReqExclBulkScorer for two-phase clauses  Use TwoPhaseIterator#docIDRunEnd() to skip a run of excluded docs for a two-phase excluded clause, like the plain DocIdSetIterator branch already does, instead of advancing one doc at a time. Clamp to at least upTo+1 since TwoPhaseIterator#docIDRunEnd() defaults to the current doc. || Fix TwoPhaseIterator#docIDRunEnd default to return docID()+1  The default returned the current doc ID of the approximation, contradicting the method's own contract (""one plus the last doc ID of the run"") and the DocIdSetIterator#docIDRunEnd default. Since the run always contains the current doc, the conservative single-doc default must be docID()+1. Align it and update the ReqExclBulkScorer comment; the Math.max(upTo+1, ...) clamp stays as defense against third-party TwoPhaseIterator implementations.  Co-Authored-By: Claude Opus 4.8 <noreply@anthropic.com>"
16305,Alter TopGroups.merge() to not return null if no groups,https://github.com/apache/lucene/pull/16305,MERGED,1,1,2,19,2,21,55,385,0,0,105,105.0,105,0,Alter TopGroups.merge() to not return null if no groups  Signed-off-by: Binlong Gao <gbinlong@amazon.com>
16304,perf: Use Lucene `PriorityQueue` to speed up `GeneratingSuggester` a little bit,https://github.com/apache/lucene/pull/16304,CLOSED,0,1,1,16,9,25,79,0,0,0,79,79.0,79,0,perf: Use Lucene `PriorityQueue` to speed up `GeneratingSuggester` a little bit
16303,Add suppressed exception details in NativeFSLockFactory lock acquisit…,https://github.com/apache/lucene/pull/16303,MERGED,1,4,3,59,6,65,70,683,1,1,243,60.75,80,1,Add suppressed exception details in NativeFSLockFactory lock acquisition failure || Update CHANGES.txt with PR number #16303 || Move FileLock variable inside try block per reviewer feedback || Merge branch 'main' into fix-nativefslockfactory-addsuppressed
16302,Fix java doc for TopGroups.mergeBlockGroups,https://github.com/apache/lucene/pull/16302,MERGED,1,2,1,2,1,3,43,161,1,0,128,64.0,93,2,Fix java doc for TopGroups.mergeBlockGroups  Signed-off-by: Binlong Gao <gbinlong@amazon.com> || Merge branch 'main' into fixJavaDoc
16301,Upgrade to recently released OpenNLP 1.9.5 that fixes several CVEs,https://github.com/apache/lucene/pull/16301,MERGED,1,2,3,5,3,8,66,252,2,0,80,40.0,58,1,Upgrade to recently released OpenNLP 1.9.5 that fixes cves || Add in changelog entry
16300,LUCENE-14611: Reduce memory pressure in TestTermInSetQuery.testDuel,https://github.com/apache/lucene/pull/16300,MERGED,1,6,2,27,6,33,67,2773,3,2,325,54.166666666666664,67,6,LUCENE-14611: Reduce memory pressure in TestTermInSetQuery.testDuel || LUCENE-14611: Clarify TestTermInSetQuery match comparison || LUCENE-14611: Add CHANGES entry || LUCENE-14611: Use FixedBitSet equality for match comparison || LUCENE-14611: Reuse FixedBitSetCollector for match comparison || Merge branch 'main' into lucene-14611-testduel-oom
16296,Fix inconsistent null handling between array and single object version RAM estimation,https://github.com/apache/lucene/pull/16296,MERGED,1,7,3,19,1,20,85,597,4,2,318,45.42857142857143,108,1,Fix inconsistent null handling between array and single object version for Accountable in RamUsageEstimator. || Tidy || Add changelog entry || Add missing override || Update javadocs documenting null behavior || Merge branch 'main' into make-accountable-null-check-consistent || Merge branch 'main' into make-accountable-null-check-consistent
16295,Delegate rangeIntoBitSet in SingletonSortedNumericDocValues,https://github.com/apache/lucene/pull/16295,MERGED,1,3,3,70,1,71,59,323,1,2,389,129.66666666666666,339,1,"Delegate rangeIntoBitSet in SingletonSortedNumericDocValues  SingletonSortedNumericDocValues did not override rangeIntoBitSet, causing single-valued sorted numeric fields queried via SortedNumericDocValuesField.newSlowRangeQuery to fall back to per-doc scalar evaluation even when the underlying NumericDocValues has an optimized override. || Update CHANGES.txt || Test delegation via counting spy"
16294,Route doc-values queries through ConstantScoreScorerSupplier,https://github.com/apache/lucene/pull/16294,MERGED,1,8,6,36,15,51,60,189,1,0,564,70.5,223,0,Route doc-values queries through ConstantScoreScorerSupplier  Replace DefaultScorerSupplier with ConstantScoreScorerSupplier in five constant-score doc-values queries so their iterators can take the dense bulk scoring path. || Update CHANGES.txt || Merge branch 'main' into lucene/trivial-scorer-supplier-swaps || Merge branch 'main' into lucene/trivial-scorer-supplier-swaps || Merge branch 'main' into lucene/trivial-scorer-supplier-swaps || Update CHANGES.txt || Merge branch 'main' into lucene/trivial-scorer-supplier-swaps || Merge branch 'main' into lucene/trivial-scorer-supplier-swaps
16293,"Rename prefix to prefixLength, suffix to suffixLength in IntersectTermsEnumFrame.",https://github.com/apache/lucene/pull/16293,MERGED,1,1,2,31,30,61,81,196,0,0,81,81.0,81,4,"Rename prefix to prefixLength, suffix to suffixLength in IntersectTermsEnumFrame."
16291,deps(java): bump com.google.errorprone:error_prone_core from 2.49.0 to 2.50.0,https://github.com/apache/lucene/pull/16291,MERGED,1,4,12,28,20,48,77,6257,1,0,769,192.25,559,1,"deps(java): bump com.google.errorprone:error_prone_core  Bumps [com.google.errorprone:error_prone_core](https://github.com/google/error-prone) from 2.49.0 to 2.50.0. - [Release notes](https://github.com/google/error-prone/releases) - [Commits](https://github.com/google/error-prone/compare/v2.49.0...v2.50.0)  --- updated-dependencies: - dependency-name: com.google.errorprone:error_prone_core   dependency-version: 2.50.0   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com> || Update lock file, add canonical name for JavaLangClash || Merge remote-tracking branch 'origin/main' into dependabot/gradle/com.google.errorprone-error_prone_core-2.50.0 || Add new errorprone checks and fix violations."
16290,deps(java): bump com.github.luben:zstd-jni from 1.5.7-10 to 1.5.7-11,https://github.com/apache/lucene/pull/16290,MERGED,1,1,1,1,1,2,68,1785,0,0,470,470.0,470,0,deps(java): bump com.github.luben:zstd-jni from 1.5.7-10 to 1.5.7-11  Bumps [com.github.luben:zstd-jni](https://github.com/luben/zstd-jni) from 1.5.7-10 to 1.5.7-11. - [Commits](https://github.com/luben/zstd-jni/commits/v1.5.7-11)  --- updated-dependencies: - dependency-name: com.github.luben:zstd-jni   dependency-version: 1.5.7-11   dependency-type: direct:production   update-type: version-update:semver-patch ...  Signed-off-by: dependabot[bot] <support@github.com>
16289,deps(java): bump com.diffplug.spotless from 8.6.0 to 8.7.0,https://github.com/apache/lucene/pull/16289,MERGED,1,1,1,1,1,2,58,1557,0,0,341,341.0,341,0,deps(java): bump com.diffplug.spotless from 8.6.0 to 8.7.0  Bumps com.diffplug.spotless from 8.6.0 to 8.7.0.  --- updated-dependencies: - dependency-name: com.diffplug.spotless   dependency-version: 8.7.0   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16288,deps(java): bump org.eclipse.jgit:org.eclipse.jgit from 7.6.0.202603022253-r to 7.7.0.202606012155-r,https://github.com/apache/lucene/pull/16288,MERGED,1,1,1,1,1,2,100,3581,0,0,546,546.0,546,0,deps(java): bump org.eclipse.jgit:org.eclipse.jgit  Bumps [org.eclipse.jgit:org.eclipse.jgit](https://github.com/eclipse-jgit/jgit) from 7.6.0.202603022253-r to 7.7.0.202606012155-r. - [Commits](https://github.com/eclipse-jgit/jgit/compare/v7.6.0.202603022253-r...v7.7.0.202606012155-r)  --- updated-dependencies: - dependency-name: org.eclipse.jgit:org.eclipse.jgit   dependency-version: 7.7.0.202606012155-r   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com>
16287,deps(java): bump morfologik from 2.1.9 to 2.2.0,https://github.com/apache/lucene/pull/16287,MERGED,1,2,8,10,10,20,47,12790,0,0,1136,568.0,1116,0,"deps(java): bump morfologik from 2.1.9 to 2.2.0  Bumps `morfologik` from 2.1.9 to 2.2.0.  Updates `org.carrot2:morfologik-polish` from 2.1.9 to 2.2.0 - [Release notes](https://github.com/morfologik/morfologik-stemming/releases) - [Changelog](https://github.com/morfologik/morfologik-stemming/blob/master/CHANGES.txt) - [Commits](https://github.com/morfologik/morfologik-stemming/compare/2.1.9...2.2.0)  Updates `org.carrot2:morfologik-stemming` from 2.1.9 to 2.2.0 - [Release notes](https://github.com/morfologik/morfologik-stemming/releases) - [Changelog](https://github.com/morfologik/morfologik-stemming/blob/master/CHANGES.txt) - [Commits](https://github.com/morfologik/morfologik-stemming/compare/2.1.9...2.2.0)  --- updated-dependencies: - dependency-name: org.carrot2:morfologik-polish   dependency-version: 2.2.0   dependency-type: direct:production   update-type: version-update:semver-minor - dependency-name: org.carrot2:morfologik-stemming   dependency-version: 2.2.0   dependency-type: direct:production   update-type: version-update:semver-minor ...  Signed-off-by: dependabot[bot] <support@github.com> || Lockfile, checksums."
16286, Add bulk BinaryDocValues#binaryValues API,https://github.com/apache/lucene/pull/16286,MERGED,1,5,7,529,2,531,42,1402,0,4,666,133.2,262,2,"Add bulk BinaryDocValues#binaryValues API  Mirrors NumericDocValues#longValues for binary fields. Default impl: per-doc advanceExact + deepCopyOf fallback. Null for missing docs. Includes CheckIndex validation, AssertingLeafReader assertions, dense+sparse tests. || Add Lucene90 codec overrides for binaryValues  Dense fixed-length and variable-length binary doc values bypass virtual dispatch by reading directly from the data slice. Includes JMH benchmark comparing bulk vs per-doc. || Update CHANGES.txt || Improve SIMD implementation by reducing allocations  Allocate memory only if the backing BytesRef is not continous || Merge branch 'main' into lucene/binary-values-bulk-api"
16285,Apply GCD bound transform to sorted numeric rangeIntoBitSet,https://github.com/apache/lucene/pull/16285,MERGED,1,8,4,527,29,556,59,2765,3,7,1007,125.875,343,3,"Apply GCD bound transform to sorted numeric rangeIntoBitSet  GCD- and delta-encoded multi-value SortedNumericDocValues decode every packed value during range evaluation. This transforms query bounds into the encoded domain and compares raw values directly, matching the recipe used for single-value NumericDocValues. || Add CHANGES.txt entries for sorted numeric rangeIntoBitSet || Use TermQuery lead in benchmark to force DenseConjunction path || Add test coverage for GCD transform edge cases  - Variable cardinality: exercises the per-doc fallback   loop when denseFixedCardinality == -1 - Between-multiples bounds: exercises transformGcdBounds   null early-exit when query range falls between GCD   multiples - Randomized test: add variable cardinality and   between-multiples variations || Unify GCD and non-GCD rangeIntoBitSet paths || Merge remote-tracking branch 'upstream/main' into lucene/sorted-numeric-gcd-range  # Conflicts: #	lucene/CHANGES.txt || Update CHANGES.txt || Lazily allocate raw values slice in rangeIntoBitSet"
16284,Add Java 25 and 26 to vectorIncubatorJavaVersions,https://github.com/apache/lucene/pull/16284,MERGED,1,1,1,6,2,8,49,443,1,0,49,49.0,49,0,Add Java 25 and 26 to vectorIncubatorJavaVersions
16283,Use Panama Vector API to SIMD-evaluate fixed-cardinality sorted numeric range queries in rangeIntoBitSet(),https://github.com/apache/lucene/pull/16283,MERGED,1,6,5,105,25,130,106,3294,2,8,514,85.66666666666667,328,5,Add fixed-cardinality SIMD for sorted numeric ranges  Dense fixed-cardinality sorted numeric values can evaluate range blocks with the vectorization provider when the flattened value layout is raw and contiguous. Keep the optimization gated to layouts that benchmark well and retain scalar fallback behavior for other encodings. || Address feedback || Merge branch 'main' into lucene/sorted-numeric-fixed-simd || Update CHANGES.txt || Merge branch 'main' into lucene/sorted-numeric-fixed-simd || Fix trailing whitespace in CHANGES.txt
16281,Check if merge is aborted during file integrity checksums,https://github.com/apache/lucene/pull/16281,MERGED,1,5,95,453,241,694,57,1094,6,2,1288,257.6,1131,0,"Check if merge is aborted during file integrity checksums  This pull request follows the discussion on #16086.  It adds a new `CodecUtil.checksumEntireFile(IndexInput, OneMerge)` that periodically checks whether the merge has been aborted while reading through the file. This avoids spending time checksumming large files when the merge is already cancelled. The check runs every 1 MB. This idea was suggested by Robert (thanks!).  It also adds a `checkIntegrity(OneMerge)` to all codec reader/producer base classes, with a default implementation that delegates to the existing `checkIntegrity()`. I think I updated all current codec implementations to propagate the merge to CodecUtil.checksumEntireFile(IndexInput, OneMerge).  An alternative change would be to make `checkIntegrity(OneMerge)` abstract and `checkIntegrity()` final, delegating to `checkIntegrity(null)`. That would prevent subclasses from silently ignoring the merge parameter but it would require updating all (backwards and third party) codec implementations. Or just replace `checkIntegrity()` by `checkIntegrity(OneMerge)`. Happy to hear our thoughts on this. || Merge branch 'main' into abort-check-in-checksum-entire-file || checkIntegrity || Merge branch 'main' into abort-check-in-checksum-entire-file || docs: add CHANGES entry"
16280,Single-pass writeString fast path for short strings in ByteBuffersDataOutput,https://github.com/apache/lucene/pull/16280,MERGED,1,4,4,246,2,248,76,24787,2,2,186,46.5,88,2,Apply fast path for short strings (charCount <= 42) writeString in ByteBuffersDataOutput || Update CHANGES.txt || Merge branch 'main' into bbo_writestring_fast_path_pr || Cleanup of repeatable code.
16278,Add suppressed exception details in NativeFSLockFactory lock acquisition failure,https://github.com/apache/lucene/pull/16278,MERGED,1,4,2,31,12,43,80,876,3,0,933,233.25,758,7,"Add suppressed exception details in NativeFSLockFactory lock acquisition failure  When lock acquisition fails in NativeFSLockFactory.obtainFSLock, exceptions thrown while closing the FileChannel are now attached as suppressed exceptions to the original failure instead of being silently swallowed via IOUtils.closeWhileHandlingException.  Changes: - Replace finally block with catch(Throwable) to properly propagate suppressed   exceptions using IOUtils.closeWhileSuppressingExceptions and addSuppressed - Add test testSuppressedExceptionOnLockFailure verifying close failures   appear as suppressed exceptions on the original lock failure - Add CHANGES.txt entry under Lucene 11.0.0 Bug Fixes  Resolves the TODO comment at NativeFSLockFactory.java line 121. || Update CHANGES.txt with PR number #16278 || Refactor NativeFSLockFactory lock acquisition to separate concerns || Merge branch 'main' into fix-nativefslockfactory-suppressed-exception"
16275,reduce k in KNN test to avoid occasional (expected) random test fails,https://github.com/apache/lucene/pull/16275,MERGED,1,1,1,1,9,10,69,275,1,0,69,69.0,69,2,reduce k in KNN test to avoid occasional (expected) random test fails
16274,Refresh all regenerated resources.,https://github.com/apache/lucene/pull/16274,MERGED,1,1,7,8200,8188,16388,34,92,0,0,34,34.0,34,0,Refresh all regenerated resources.
16273,Upgrade gradle to 9.6.0.,https://github.com/apache/lucene/pull/16273,MERGED,1,1,2,2,2,4,24,0,0,0,24,24.0,24,0,Upgrade gradle to 9.6.0.
16271,Add detail to KNN no-match explanations,https://github.com/apache/lucene/pull/16271,MERGED,1,9,4,188,14,202,39,1368,5,7,559,62.111111111111114,206,1,"Add detail to KNN no-match explanations  Recompute the explained doc's score in explain() so ""not in top N docs"" says why, e.g. below cutoff, excluded by filter, no vector value, or a tie-break/recall miss. || Add testExplainTieBreak || Only allow noMatchExplainer.explain to be called for the reader the query was built against || Move GITHUB#16271 changelog entry to Lucene 10.6.0 || minimum top-K score message changed || Merge branch 'apache:main' into KNNexplain || Merge branch 'main' into KNNexplain || Merge branch 'apache:main' into KNNexplain || Merge branch 'main' into KNNexplain"
16270,Align batch exception handling with document method,https://github.com/apache/lucene/pull/16270,MERGED,1,1,1,9,13,22,51,81,0,0,133,133.0,133,0,Align batch exception handling with document method  Make updateBatch's exception handling match the existing updateDocuments method.
16266,Replace SimpleCollector driver with explicit leaf iteration in QueryUtils,https://github.com/apache/lucene/pull/16266,MERGED,1,6,2,76,113,189,73,379,2,0,985,164.16666666666666,473,0,"Prepare SimpleCollector in QueryUtils for driver replacement  Create outerWeight/shadowWeight before the search call so they are ready for the loop, eliminating the per-leaf weight creation inside collect(). Replace leafPtr with a currentLeafContext field set in doSetNextReader. Move opidx to an instance field. Rename the outer Scorable field to outerScorer to avoid a future name collision with the shadow Scorer. No behaviour change. || Replace SimpleCollector driver with explicit leaf iteration in QueryUtils  Remove the deprecated IndexSearcher#search(Query, Collector) call. The SimpleCollector wrapper is gone; a for-loop over leaf contexts and a while-loop over matching documents are now the explicit driver. The only content changes are the array-wrapper removals (lastDoc[0] → lastDoc, lastReader[0] → lastReader) and the outer try-catch, both unavoidable consequences of removing the anonymous class. || changes || Merge branch 'main' into query_utils_no_search || move changes entry || iter"
16264,Check if merge is aborted before executing file integrity checks,https://github.com/apache/lucene/pull/16264,MERGED,1,3,18,53,11,64,64,284,1,2,90,30.0,64,0,Check if merge is aborted before executing file integrity checks || @lucene.internal || add change
16262,"Replace search(Query, Collector) deprecated usages in TestJoinUtil ",https://github.com/apache/lucene/pull/16262,MERGED,1,6,1,265,156,421,67,19,0,0,183,30.5,85,1,"Replace search(Query, Collector) deprecated usages in TestJoinUtil  Relates to #12892 || tidy || more changes || comment || iter || Merge branch 'main' into enhancement/remove_deprecated_search_join_util"
16260,Adjust MaxScoreBulkScorer bitset/leapfrog threshold,https://github.com/apache/lucene/pull/16260,MERGED,1,2,2,258,5,263,51,229,1,1,414,207.0,282,1,"Adjust MaxScoreBulkScorer bitset/leapfrog threshold  Rather than using a fixed filter cost, instead compare the cost of the filter to the cost of the disjunction scorers and only go via a bitset if the filter is sparser than the disjunction or if there are many disjunction clauses. || Update lucene/core/src/java/org/apache/lucene/search/MaxScoreBulkScorer.java  Co-authored-by: Jim Ferenczi <jim.ferenczi@elastic.co>"
